CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle,ClassicCasual
7680013-278,Slippers,Slipper Flats,,Moisture Wicking;Padded,Slip-On,Men,Leather;Rubber;Shearling;Sheepskin;Suede,Moc Toe;Round Toe;Closed Toe,1
7680015-72,Shoes,Oxfords,,Padded;Textile,Lace up,Men,Leather,Bicycle Toe;Closed Toe,1
7680025-72,Shoes,Loafers,,Padded;Textile,Slip-On,Men,Leather,Square Toe;Closed Toe,1
7680031-111,Shoes,Oxfords,,Gel;Moisture Wicking;Padded,Lace up,Men,Nubuck,Round Toe;Closed Toe,0
7680037-72,Shoes,Oxfords,,,Lace up,Men,Full-grain leather;Leather,Moc Toe;Square Toe,1
7680043-104,Shoes,Oxfords,,,Lace up,Men,Leather,Round Toe,1
7680295-250397,Slippers,Slipper Flats,,,Slip-On,Men,Tweed;Wool,Round Toe;Closed Toe,0
7680333-132541,Slippers,Slipper Flats,,Padded,Slip-On,Men,Felt;Wool,Round Toe;Closed Toe,0
7680333-250380,Slippers,Slipper Flats,,Padded,Slip-On,Men,Felt;Wool,Round Toe;Closed Toe,0
7680725-22929,Shoes,Oxfords,,Leather,Lace up,Men,Leather,,1
7680725-250557,Shoes,Oxfords,,Leather,Lace up,Men,Leather,,1
7680909-3,Shoes,Oxfords,Flat,Padded,Lace up,Men,Leather,Snip Toe;Closed Toe,1
7680909-72,Shoes,Oxfords,Flat,Padded,Lace up,Men,Leather,Snip Toe;Closed Toe,1
7680909-216,Shoes,Oxfords,Flat,Padded,Lace up,Men,Leather,Snip Toe;Closed Toe,1
7681413-3,Boots,Ankle,,Padded,Lace up,Men,Full-grain leather;Leather;Rubber;Suede,Capped Toe;Pointed Toe;Round Toe,1
7681413-204169,Boots,Ankle,,Padded,Lace up,Men,Full-grain leather;Leather;Rubber;Suede,Capped Toe;Pointed Toe;Round Toe,1
7681415-325,Boots,Ankle,,Removable,,Men,Full-grain leather;Leather;Rubber,,1
7681417-3,Boots,Ankle,,EVA;Polyurethane;Removable,Lace up,Men,Leather,Round Toe,1
7681417-8755,Boots,Ankle,,EVA;Polyurethane;Removable,Lace up,Men,Leather,Round Toe,1
7681418-3,Boots,Ankle,,Polyurethane;Removable,Buckle;Elastic Gore;Pull-on,Men,Leather;Rubber,Round Toe,1
7681418-2122,Boots,Ankle,,Polyurethane;Removable,Buckle;Elastic Gore;Pull-on,Men,Leather;Rubber,Round Toe,1
7681419-18,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Mesh;Nubuck;Nylon;Rubber,Bicycle Toe,0
7681419-2122,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Mesh;Nubuck;Nylon;Rubber,Bicycle Toe,0
7681741-325,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Men,Leather;Mesh;Nylon;Rubber,Capped Toe;Round Toe,1
7681742-3,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Men,Leather;Mesh;Nylon;Rubber,Capped Toe;Round Toe,1
7681742-325,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Men,Leather;Mesh;Nylon;Rubber,Capped Toe;Round Toe,1
7682577-3561,Shoes,Loafers,,,Slip-On,Men,Leather,,1
7682578-3,Shoes,Loafers,,Leather,Slip-On,Men,Suede,Round Toe,0
7682613-104,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Rubber,Round Toe,1
7683391-301558,Boots,Ankle,,Leather;Padded,Lace up,Men,Leather,Round Toe;Wingtip,1
7683391-301559,Boots,Ankle,,Leather;Padded,Lace up,Men,Leather;Rubber,Round Toe;Wingtip,1
7683391-301571,Boots,Ankle,,Leather;Padded,Lace up,Men,Leather,Round Toe;Wingtip,1
7683413-366108,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Full-grain leather,Round Toe,0
7683413-366109,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Full-grain leather,Round Toe,0
7683413-366228,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Full-grain leather,Round Toe,0
7683637-7778,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,,1
7683637-29674,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,,1
7683679-82,Shoes,Loafers,,Leather,Slip-On,Men,Leather;Nappa,,1
7683679-6845,Shoes,Loafers,,Leather,Slip-On,Men,Leather;Nappa,,1
7683718-251770,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Men,Leather,Square Toe;Wingtip;Closed Toe,1
7683718-369837,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Men,Leather,Square Toe;Wingtip;Closed Toe,1
7683760-2294,Boots,Ankle,,Textile,Lace up,Men,Mesh;Rubber,Capped Toe,0
7683767-3,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Rubber;Suede,Round Toe,1
7683767-307,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Rubber;Suede,Round Toe,1
7683767-1394,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Rubber;Suede,Round Toe,1
7683769-2247,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Suede,Closed Toe,1
7684043-4969,Boots,Ankle,,Padded,Lace up;Zipper,Men,Leather,Round Toe,1
7685947-276151,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Nubuck,,1
7686148-199469,Shoes,Sneakers and Athletic Shoes,,Removable,Lace up,Men,Synthetic,,0
7686148-199570,Shoes,Sneakers and Athletic Shoes,,Removable,Lace up,Men,Synthetic,,0
7687657-3,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Leather,,1
7688411-3,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Leather;Nubuck,,1
7688411-324311,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Leather;Nubuck,Round Toe,1
7688415-411,Boots,Ankle,,,Lace up,Men,Leather;Synthetic,,1
7688415-93554,Boots,Ankle,,,Lace up,Men,Leather;Synthetic,,1
7688434-60041,Boots,Ankle,,Padded,Lace up,Men,Leather,Round Toe,1
7688434-324313,Boots,Ankle,,Padded,Lace up,Men,Leather,Round Toe,1
7688434-355364,Boots,Ankle,,Padded,Lace up,Men,Leather,Round Toe,1
7689325-104,Shoes,Loafers,,Padded;Polyurethane;Removable,Slip-On,Men,Leather,Bicycle Toe,1
7690901-20,Slippers,Slipper Flats,,EVA;Memory Foam;Padded,Slip-On,Men,Faux Leather,Moc Toe;Closed Toe,1
7690907-167802,Slippers,Slipper Flats,,EVA;Padded;Polyurethane,Slip-On,Men,Synthetic,Round Toe;Closed Toe,0
7690907-271222,Slippers,Slipper Flats,,EVA;Padded;Polyurethane,Slip-On,Men,Synthetic,Round Toe;Closed Toe,0
7692740-6,Boots,Ankle,,Padded,Lace up,Men,Full-grain leather,Round Toe,0
7692741-3,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Patent Leather;Synthetic,Round Toe,1
7692741-9,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Patent Leather;Synthetic,Round Toe,1
7692741-585,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Patent Leather;Synthetic,Round Toe,1
7692741-604,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Patent Leather;Synthetic,Round Toe,1
7692741-742,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Patent Leather;Synthetic,Round Toe,1
7692745-3,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,Round Toe,0
7692745-9,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,Round Toe,0
7692745-585,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,Round Toe,0
7692745-604,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,Round Toe,0
7692745-742,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,Round Toe,0
7694499-396,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,,0
7694499-14477,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,,0
7694499-243196,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,,0
7694499-269113,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Men,Canvas,,0
7694499-369392,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,,0
7694510-6124,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop;Lace up,Men,Faux Leather;Rubber;Suede;Synthetic,,1
7694510-21253,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop;Lace up,Men,Faux Leather;Rubber;Suede;Synthetic,,1
7694510-243208,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop;Lace up,Men,Faux Leather;Rubber;Suede;Synthetic,,1
7694510-273222,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop;Lace up,Men,Faux Leather;Rubber;Suede;Synthetic,,1
7694510-369412,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop;Lace up,Men,Faux Leather;Rubber;Suede;Synthetic,,1
7695897-6,Sandals,Flat,Flat,EVA,Slip-On,Men,Leather,Open Toe,1
7695897-216,Sandals,Flat,Flat,EVA,Slip-On,Men,Leather,,1
7695939-3,Sandals,Flat,,Memory Foam,Slip-On,Men,Synthetic,,0
7695939-6,Sandals,Flat,,Memory Foam,Slip-On,Men,Synthetic,,0
7695952-240,Sandals,Flat,,Memory Foam,Slip-On,Men,Suede,,0
7695952-132096,Sandals,Flat,,Memory Foam,Slip-On,Men,Suede,,0
7696046-10285,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded;Textile,Lace up,Men,Canvas;Suede,,0
7696046-48210,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded;Textile,Lace up,Men,Canvas;Suede,,0
7696046-377697,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded;Textile,Lace up,Men,Canvas;Suede,,0
7696047-32025,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,,0
7696048-377735,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Suede,,0
7696049-377700,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Nubuck;Suede,,1
7696199-3,Sandals,Flat,Flat,,Slip-On,Men,Canvas;Leather,Open Toe,1
7696199-146624,Sandals,Flat,Flat,,Slip-On,Men,Canvas;Leather,Open Toe,1
7696214-3599,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men,Canvas;Leather;Suede,,1
7696312-55367,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Men,Mesh;Rubber,,0
7696313-2503,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Mesh;Rubber;Synthetic,,0
7696314-13183,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,,Men,Mesh;Nylon;Synthetic,,0
7696390-6,Boots,Mid-Calf,,Padded,Lace up,Men,Leather,Round Toe;Closed Toe,1
7697012-256488,Boots,Mid-Calf,,Leather;Padded,Pull-on,Men,Leather;Rubber,Square Toe;Closed Toe,1
7698032-5743,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Men,Canvas;Suede,,0
7698032-149055,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Men,Canvas;Suede,,0
7698090-256769,Boots,Ankle,,Moisture Wicking;Padded;Removable,Lace up,Men,Leather;Rubber,Capped Toe;Round Toe,1
7698133-4136,Boots,Ankle,,EVA;Polyurethane;Removable,Lace up,Men,Leather;Rubber,Capped Toe;Round Toe,1
7698148-3,Shoes,Oxfords,,Removable,Lace up,Men,Leather;Rubber,Round Toe,1
7698389-183092,Boots,Ankle,,Padded,Pull-on,Men,Leather,Bicycle Toe,1
7698453-21707,Slippers,Slipper Flats,,Padded,Slip-On,Men,Shearling;Suede;Synthetic,Round Toe,0
7698454-1429,Slippers,Slipper Flats,,Padded,Slip-On,Men,Suede;Synthetic;Wool,Round Toe;Closed Toe,0
7698875-108766,Shoes,Sneakers and Athletic Shoes,,Leather;Textile,Lace up,Men,Leather,,1
7698965-278640,Shoes,Oxfords,,Leather;Moisture Wicking;Padded,Lace up,Men,Leather,Round Toe;Closed Toe,1
7700135-23023,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Polyurethane,Lace up,Men,Leather;Mesh;Nubuck;Rubber,,1
7700135-257536,Shoes,Sneakers and Athletic Shoes,,EVA;Leather;Polyurethane,Lace up,Men,Leather;Mesh;Nubuck;Polyester;Rubber,,1
7700135-297988,Shoes,Sneakers and Athletic Shoes,,EVA;Polyurethane;Removable,Lace up,Men,Leather;Rubber,,1
7700337-10005,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Full-grain leather,Bicycle Toe,0
7700337-157584,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Full-grain leather,Bicycle Toe,0
7700337-200622,Shoes,Oxfords,,Leather,Lace up,Men,Full-grain leather,Bicycle Toe,0
7700539-513,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Canvas,,0
7700539-1522,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Canvas,,0
7700539-183092,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Canvas,,0
7700544-3,Boots,Mid-Calf,,,Lace up,Men,Leather;Rubber,Round Toe,1
7700750-3893,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Men,Canvas;Rubber,Round Toe;Closed Toe,0
7700836-3,Shoes,Oxfords,,Moisture Wicking;Removable,Lace up,Men,Leather,Round Toe,1
7700836-23562,Shoes,Oxfords,,Moisture Wicking;Removable,Lace up,Men,Leather,Round Toe,1
7700836-202581,Shoes,Oxfords,,Moisture Wicking;Removable,Lace up,Men,Leather,Round Toe,1
7700839-23562,Shoes,Loafers,Flat,Leather;Moisture Wicking;Padded,Slip-On,Men,Leather,Bicycle Toe;Round Toe,1
7702138-151,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Synthetic,,0
7702162-151,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7702162-911,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7702162-7243,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7703766-3,Slippers,Slipper Flats,,Poron,Slip-On,Men,Leather,Center Seam;Round Toe;Closed Toe,1
7703991-72,Shoes,Oxfords,,Leather;Moisture Wicking;Padded;Removable,Lace up,Men,Leather,Moc Toe;Round Toe;Closed Toe,1
7704015-72,Shoes,Oxfords,,Leather;Moisture Wicking;Padded,Lace up,Men,Leather,Moc Toe;Closed Toe,1
7704016-72,Shoes,Loafers,,Moisture Wicking;Removable,Elastic Gore;Slip-On,Men,Leather,Round Toe;Closed Toe,1
7705351-20,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Full-grain leather;Nubuck;Suede;Wool,,0
7705388-6654,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas;Nubuck;Suede,,0
7705392-920,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Polyurethane,Lace up,Men,Canvas;Suede;Synthetic,,0
7705393-374666,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Polyurethane,Lace up,Men,Canvas;Suede;Synthetic,,0
7705527-18275,Slippers,Slipper Flats,,Moisture Wicking;Padded,Slip-On,Men,Leather,Round Toe;Closed Toe,1
7705527-270978,Slippers,Slipper Flats,,Moisture Wicking;Padded,Slip-On,Men,Leather,Round Toe;Closed Toe,1
7705530-3,Slippers,Slipper Flats,,Moisture Wicking;Padded,Slip-On,Men,Corduroy,Moc Toe;Closed Toe,0
7705530-6,Slippers,Slipper Flats,,Moisture Wicking;Padded,Slip-On,Men,Corduroy,Moc Toe;Closed Toe,0
7706098-66,Slippers,Slipper Flats,,Moisture Wicking;Padded;Textile,Slip-On,Men,Leather,Round Toe;Closed Toe,1
7706098-212,Slippers,Slipper Flats,,Moisture Wicking;Padded;Textile,Slip-On,Men,Leather,Round Toe;Closed Toe,1
7706108-12085,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop,Men,Cotton;Rubber;Synthetic,,0
7706109-12085,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop,Men,Cotton;Rubber;Synthetic,,0
7706110-275,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop,Men,Nylon;Synthetic,,0
7706115-1413,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Microfiber;Rubber;Synthetic,,0
7706117-605,Shoes,Sneakers and Athletic Shoes,,Leather,Lace up,Men,Leather;Rubber,,1
7706272-3,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Men,Leather,Snip Toe;Wingtip;Closed Toe,1
7706272-20,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Men,Leather,Snip Toe;Wingtip;Closed Toe,1
7706780-151,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7706780-911,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7706780-7243,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7706781-151,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7706781-513,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7706781-742,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7706781-7243,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7706782-151,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7706782-911,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7706782-7243,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7706783-911,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7706783-7243,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7706784-151,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7706784-513,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7706784-742,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7706784-911,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7706784-7243,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7706785-513,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7706785-742,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7706785-911,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7706785-7243,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7706923-183092,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7707540-1066,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7707540-8872,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7707625-3277,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7707625-7953,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7707625-31315,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7707630-1488,Shoes,Sneakers and Athletic Shoes,,,Lace up;Zipper,Men,Synthetic,,0
7707639-3277,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop;Lace up,Men,Synthetic,,0
7707719-139,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Leather;Rubber,,1
7707719-755,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Leather;Rubber,,1
7708580-216,Shoes,Oxfords,1in - 1 3/4in,,Lace up,Men,Canvas;Leather,Round Toe,1
7709015-3,Shoes,Loafers,,,Slip-On,Men,Leather,,1
7709015-768,Shoes,Loafers,,,Slip-On,Men,Leather,,1
7709123-259600,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7710333-3,Shoes,Clogs and Mules,,EVA;Moisture Wicking;Padded,Slip-On,Men,Full-grain leather;Mesh,Round Toe,0
7710333-2939,Shoes,Clogs and Mules,,EVA;Moisture Wicking;Padded,Slip-On,Men,Full-grain leather;Mesh,Round Toe,0
7710333-46658,Shoes,Clogs and Mules,,EVA;Moisture Wicking;Padded,Slip-On,Men,Full-grain leather;Mesh,Round Toe,0
7710957-131282,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7713460-3,Sandals,Flat,Flat,Moisture Wicking,Slip-On,Men,Nubuck,Open Toe,0
7713460-6,Sandals,Flat,Flat,Moisture Wicking,Slip-On,Men,Nubuck,Open Toe,0
7713552-1066,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh,,0
7714033-742,Shoes,Sneakers and Athletic Shoes,,,,Men,Leather;Rubber;Suede,,1
7714744-2198,Boots,Ankle,,Polyurethane;Removable,Lace up,Men,Leather,Round Toe,1
7714744-260947,Boots,Ankle,,Polyurethane;Removable,Lace up,Men,Leather,Round Toe,1
7714745-10011,Boots,Ankle,,Padded;Polyurethane,Lace up,Men,Leather;Nubuck,Round Toe,1
7714796-106,Boots,Ankle,,,Lace up,Men,Suede,,0
7714796-500,Boots,Ankle,,,Lace up,Men,Suede,,0
7714796-947,Boots,Ankle,,,Lace up,Men,Suede,,0
7715603-20,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Leather;Nubuck;Rubber,Round Toe;Closed Toe,1
7715603-325,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Leather;Nubuck;Rubber,Round Toe;Closed Toe,1
7715661-3,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Leather,Round Toe,1
7715661-413,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Leather,Round Toe,1
7715664-325,Shoes,Oxfords,1in - 1 3/4in,,Lace up,Men,Suede,Round Toe;Closed Toe,0
7715664-401,Shoes,Oxfords,1in - 1 3/4in,Textile,Lace up,Men,Suede,Round Toe;Closed Toe,0
7715684-1588,Boots,Ankle,,Textile,Lace up,Men,Leather,Round Toe;Closed Toe,1
7716143-338124,Shoes,Sneakers and Athletic Shoes,,Removable,Lace up,Men,Canvas,Moc Toe;Round Toe,0
7716143-338201,Shoes,Sneakers and Athletic Shoes,,Removable,Lace up,Men,Canvas,Moc Toe;Round Toe,0
7716157-215521,Sandals,Flat,,Memory Foam;Padded,Slip-On,Men,Leather,,1
7716996-5078,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Mesh;Rubber,,1
7716996-126925,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Mesh;Rubber,,1
7716996-277104,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Mesh;Rubber,,1
7716996-288224,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Mesh;Rubber,,1
7717046-367345,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Nylon;Suede,,0
7718254-9039,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Leather;Mesh,Round Toe,1
7718256-8802,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Leather;Mesh,Round Toe,1
7718256-123538,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Leather;Mesh,Round Toe,1
7718256-274673,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Leather;Mesh,Round Toe,1
7718270-321048,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Synthetic,Round Toe;Closed Toe,0
7718405-3,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Full-grain leather,Round Toe,0
7718405-14280,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Full-grain leather,Round Toe,0
7718407-24552,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,Round Toe,0
7718407-60343,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Microfiber;Mesh,Round Toe,0
7718407-112448,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Microfiber;Mesh,Round Toe,0
7718407-262659,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Microfiber;Mesh,Round Toe,0
7718407-298775,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Microfiber;Mesh,Round Toe,0
7718407-318834,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Microfiber;Mesh,Round Toe,0
7718407-359498,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,Round Toe,0
7718558-63579,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Men,Leather;Mesh;Nubuck;Rubber,,1
7718558-180927,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Men,Leather;Mesh;Nubuck;Rubber,,1
7718558-262734,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Men,Leather;Mesh;Nubuck;Rubber,,1
7718630-287516,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Polyester;Rubber;Synthetic,,0
7718630-287517,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Polyester;Rubber;Synthetic,,0
7718630-315286,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Polyester;Rubber;Synthetic,,0
7718630-315287,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Polyester;Rubber;Synthetic,,0
7718771-164972,Sandals,Flat,,EVA,Bungee,Men,Mesh;Polyester;Rubber;Synthetic,Bump Toe,0
7718771-262798,Sandals,Flat,,EVA,Bungee,Men,Mesh;Polyester;Rubber;Synthetic,Bump Toe,0
7718778-55057,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Bungee,Men,Mesh;Polyester;Rubber;Synthetic,,0
7718778-261537,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Bungee,Men,Mesh;Polyester;Rubber;Synthetic,,0
7718824-3132,Shoes,Sneakers and Athletic Shoes,,EVA;Textile,Lace up,Men,Rubber;Synthetic,,0
7718824-262845,Shoes,Sneakers and Athletic Shoes,,EVA;Textile,Lace up,Men,Rubber;Synthetic,,0
7718835-262853,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Men,Mesh;Rubber,,0
7718853-235748,Boots,Ankle,,EVA,Lace up,Men,Leather;Mesh;Rubber;Synthetic,,1
